Flight_ID,Departure_Time,Arrival_Time,Actual_Departure_Time,Actual_Arrival_Time,Departure_Airport,Arrival_Airport,Flight_Distance,Aircraft_Type,Delayed,Wind_Speed,Weather,Loss_Cost
Flight379,2023-07-25 20:30:00,2023-07-26 05:44:00,2023-07-25 20:30:54.000,2023-07-26 05:44:54.000,AIR5,AIR1,1724,A320,True,6,stormy,252.0
Flight380,2023-04-18 04:09:00,2023-04-18 10:51:00,2023-04-18 04:10:36.000,2023-04-18 10:52:36.000,AIR5,AIR1,1724,Boeing 737,True,16,sunny,396.8
Flight381,2023-05-18 03:37:00,2023-05-18 09:18:00,2023-05-18 03:40:30.000,2023-05-18 09:21:30.000,AIR3,AIR0,1394,A319,True,35,sunny,1127.0
Flight382,2023-05-14 15:06:00,2023-05-15 00:24:00,2023-05-14 15:10:42.000,2023-05-15 00:28:42.000,AIR2,AIR7,1512,A321,True,47,sunny,1334.8
Flight383,2023-01-02 07:08:00,2023-01-02 14:38:00,2023-01-02 07:08:48.000,2023-01-02 14:38:48.000,AIR4,AIR4,817,A319,True,8,sunny,174.4
Flight384,2023-06-27 04:37:00,2023-06-27 12:52:00,2023-06-27 04:41:04.800,2023-06-27 12:56:04.800,AIR9,AIR2,1663,Boeing 737,True,34,rainy,995.52
Flight385,2023-02-02 15:25:00,2023-02-02 19:09:00,2023-02-02 15:30:38.400,2023-02-02 19:14:38.400,AIR1,AIR5,937,Boeing 777,True,47,rainy,1816.08
Flight386,2023-06-27 07:56:00,2023-06-27 16:50:00,2023-06-27 07:56:24.000,2023-06-27 16:50:24.000,AIR8,AIR8,2136,Boeing 777,True,4,sunny,100.0
Flight387,2023-07-08 14:00:00,2023-07-08 21:48:00,2023-07-08 14:07:30.000,2023-07-08 21:55:30.000,AIR2,AIR6,2038,A320,True,50,stormy,2940.0
Flight388,2023-01-23 03:20:00,2023-01-23 09:55:00,2023-01-23 03:24:04.800,2023-01-23 09:59:04.800,AIR2,AIR6,2038,A320,True,34,rainy,1632.0
Flight389,2023-08-18 04:23:00,2023-08-18 06:51:00,2023-08-18 04:24:12.000,2023-08-18 06:52:12.000,AIR5,AIR4,2213,Boeing 777,True,8,stormy,242.39999999999998
Flight390,2023-12-05 12:28:00,2023-12-05 15:37:00,2023-12-05 12:33:16.800,2023-12-05 15:42:16.800,AIR3,AIR9,154,A320,True,44,rainy,2069.76
Flight391,2023-08-28 15:59:00,2023-08-28 22:51:00,2023-08-28 16:01:00.000,2023-08-28 22:53:00.000,AIR2,AIR1,2256,A380,True,20,sunny,688.0
Flight392,2023-07-05 07:05:00,2023-07-05 09:03:00,2023-07-05 07:10:38.400,2023-07-05 09:08:38.400,AIR0,AIR9,2051,A319,True,47,rainy,2199.6
Flight393,2023-06-04 02:36:00,2023-06-04 11:50:00,2023-06-04 02:39:06.000,2023-06-04 11:53:06.000,AIR3,AIR2,1730,A340,True,31,sunny,861.8000000000001
Flight394,2023-10-28 14:46:00,2023-10-28 22:30:00,2023-10-28 14:47:26.400,2023-10-28 22:31:26.400,AIR5,AIR5,915,A321,True,12,rainy,360.00000000000006
Flight395,2023-02-17 14:22:00,2023-02-17 17:57:00,2023-02-17 14:23:04.800,2023-02-17 17:58:04.800,AIR3,AIR3,1891,A321,True,9,rainy,380.15999999999997
Flight396,2023-04-25 23:41:00,2023-04-26 06:22:00,2023-04-25 23:45:40.800,2023-04-26 06:26:40.800,AIR4,AIR7,1842,A319,True,39,rainy,1740.9600000000003
Flight397,2023-11-11 10:04:00,2023-11-11 13:24:00,2023-11-11 10:04:18.000,2023-11-11 13:24:18.000,AIR4,AIR3,2446,A321,True,2,stormy,117.0
Flight398,2023-06-12 09:02:00,2023-06-12 13:29:00,2023-06-12 09:02:21.600,2023-06-12 13:29:21.600,AIR6,AIR8,1750,Boeing 777,True,3,rainy,131.04000000000002
Flight399,2023-09-25 01:06:00,2023-09-25 03:57:00,2023-09-25 01:09:36.000,2023-09-25 04:00:36.000,AIR6,AIR8,1750,A319,True,24,stormy,885.6
Flight400,2023-04-18 00:00:00,2023-04-18 01:46:00,2023-04-18 00:00:09.000,2023-04-18 01:46:09.000,AIR1,AIR1,388,Boeing 737,True,1,stormy,33.6
Flight401,2023-08-01 18:26:00,2023-08-02 03:03:00,2023-08-01 18:26:12.000,2023-08-02 03:03:12.000,AIR1,AIR1,388,Boeing 777,True,2,sunny,70.8
Flight402,2023-08-04 07:58:00,2023-08-04 09:38:00,2023-08-04 08:01:36.000,2023-08-04 09:41:36.000,AIR6,AIR4,1977,Boeing 777,True,36,sunny,900.0
Flight403,2023-11-06 16:14:00,2023-11-07 01:25:00,2023-11-06 16:15:04.800,2023-11-07 01:26:04.800,AIR4,AIR0,774,A321,True,9,rainy,395.28
Flight404,2023-05-29 23:54:00,2023-05-30 07:46:00,2023-05-29 23:58:12.000,2023-05-30 07:50:12.000,AIR4,AIR9,790,Boeing 777,True,42,sunny,1512.0
Flight405,2023-01-02 22:00:00,2023-01-03 05:43:00,2023-01-02 22:03:09.000,2023-01-03 05:46:09.000,AIR1,AIR2,2303,Boeing 737,True,21,stormy,1190.7
Flight406,2023-06-20 19:21:00,2023-06-21 02:51:00,2023-06-20 19:23:38.400,2023-06-21 02:53:38.400,AIR0,AIR1,653,A320,True,22,rainy,976.8000000000001
Flight407,2023-05-14 13:58:00,2023-05-14 19:38:00,2023-05-14 14:03:31.200,2023-05-14 19:43:31.200,AIR9,AIR5,2306,A320,True,46,rainy,1148.1599999999999
Flight408,2023-03-19 04:03:00,2023-03-19 07:34:00,2023-03-19 04:07:12.000,2023-03-19 07:38:12.000,AIR4,AIR1,2105,Boeing 737,True,42,sunny,1386.0
Flight409,2023-11-05 18:56:00,2023-11-06 03:34:00,2023-11-05 19:00:30.000,2023-11-06 03:38:30.000,AIR3,AIR1,1775,A321,True,45,sunny,954.0
Flight410,2023-11-18 16:35:00,2023-11-19 00:26:00,2023-11-18 16:35:00.000,2023-11-19 00:26:00.000,AIR5,AIR9,1236,Boeing 777,False,0,rainy,0.0
Flight411,2023-09-28 07:04:00,2023-09-28 11:50:00,2023-09-28 07:06:06.000,2023-09-28 11:52:06.000,AIR8,AIR4,2184,Boeing 737,True,21,sunny,730.8000000000001
Flight412,2023-12-15 14:48:00,2023-12-16 00:10:00,2023-12-15 14:52:12.000,2023-12-16 00:14:12.000,AIR1,AIR1,388,A319,True,42,sunny,940.8000000000001
Flight413,2023-03-09 02:30:00,2023-03-09 10:52:00,2023-03-09 02:34:12.000,2023-03-09 10:56:12.000,AIR8,AIR7,373,A320,True,42,sunny,1461.6000000000001
Flight414,2023-08-18 15:56:00,2023-08-18 18:59:00,2023-08-18 15:56:14.400,2023-08-18 18:59:14.400,AIR0,AIR8,1803,A319,True,2,rainy,51.84
Flight415,2023-08-14 01:26:00,2023-08-14 05:43:00,2023-08-14 01:33:30.000,2023-08-14 05:50:30.000,AIR9,AIR3,2341,A321,True,50,stormy,1725.0
Flight416,2023-05-28 05:28:00,2023-05-28 10:25:00,2023-05-28 05:29:03.000,2023-05-28 10:26:03.000,AIR1,AIR3,2410,Boeing 777,True,7,stormy,210.0
Flight417,2023-06-18 05:42:00,2023-06-18 12:14:00,2023-06-18 05:46:30.000,2023-06-18 12:18:30.000,AIR7,AIR1,957,A319,True,45,sunny,1278.0
Flight418,2023-12-28 21:19:00,2023-12-29 06:59:00,2023-12-28 21:19:27.000,2023-12-29 06:59:27.000,AIR1,AIR3,2410,A320,True,3,stormy,146.70000000000002
Flight419,2023-04-20 00:11:00,2023-04-20 08:37:00,2023-04-20 00:15:48.000,2023-04-20 08:41:48.000,AIR0,AIR9,2051,A340,True,48,sunny,1603.2
Flight420,2023-01-17 02:19:00,2023-01-17 08:41:00,2023-01-17 02:23:48.000,2023-01-17 08:45:48.000,AIR7,AIR4,210,A319,True,40,rainy,1872.0
Flight421,2023-02-18 03:22:00,2023-02-18 07:41:00,2023-02-18 03:24:06.000,2023-02-18 07:43:06.000,AIR8,AIR8,2136,A321,True,21,sunny,659.4
Flight422,2023-07-22 19:19:00,2023-07-22 22:20:00,2023-07-22 19:20:12.000,2023-07-22 22:21:12.000,AIR1,AIR3,2410,A319,True,10,rainy,273.59999999999997
Flight423,2023-04-13 22:58:00,2023-04-14 03:32:00,2023-04-13 23:02:24.000,2023-04-14 03:36:24.000,AIR8,AIR4,2184,A340,True,44,sunny,1108.8000000000002
Flight424,2023-09-02 13:03:00,2023-09-02 16:33:00,2023-09-02 13:07:12.000,2023-09-02 16:37:12.000,AIR4,AIR1,2105,Boeing 777,True,35,rainy,1470.0
Flight425,2023-03-19 05:19:00,2023-03-19 14:22:00,2023-03-19 05:24:09.600,2023-03-19 14:27:09.600,AIR2,AIR3,585,A340,True,43,rainy,1186.8
Flight426,2023-05-06 16:09:00,2023-05-07 02:02:00,2023-05-06 16:14:33.000,2023-05-07 02:07:33.000,AIR5,AIR7,2441,A320,True,37,stormy,1132.2
Flight427,2023-03-23 16:19:00,2023-03-23 18:20:00,2023-03-23 16:20:04.800,2023-03-23 18:21:04.800,AIR6,AIR4,1977,A321,True,9,rainy,289.43999999999994
Flight428,2023-05-02 09:51:00,2023-05-02 12:08:00,2023-05-02 09:56:51.000,2023-05-02 12:13:51.000,AIR1,AIR4,1146,A380,True,39,stormy,2199.6
Flight429,2023-12-01 16:05:00,2023-12-02 00:21:00,2023-12-01 16:06:30.000,2023-12-02 00:22:30.000,AIR4,AIR3,2446,A380,True,10,stormy,600.0
Flight430,2023-04-22 17:03:00,2023-04-22 20:09:00,2023-04-22 17:06:43.200,2023-04-22 20:12:43.200,AIR3,AIR7,2062,A340,True,31,rainy,1019.28
Flight431,2023-12-24 01:34:00,2023-12-24 04:27:00,2023-12-24 01:34:50.400,2023-12-24 04:27:50.400,AIR5,AIR8,1903,A319,True,7,rainy,206.64
Flight432,2023-03-14 23:53:00,2023-03-15 01:22:00,2023-03-14 23:53:28.800,2023-03-15 01:22:28.800,AIR5,AIR2,413,Boeing 737,True,4,rainy,165.12
Flight433,2023-08-02 02:44:00,2023-08-02 04:28:00,2023-08-02 02:46:42.000,2023-08-02 04:30:42.000,AIR2,AIR1,2256,Boeing 737,True,18,stormy,680.4000000000001
Flight434,2023-08-29 00:10:00,2023-08-29 04:40:00,2023-08-29 00:13:43.200,2023-08-29 04:43:43.200,AIR3,AIR6,1087,A319,True,31,rainy,1302.0
Flight435,2023-07-15 02:53:00,2023-07-15 11:57:00,2023-07-15 02:58:31.200,2023-07-15 12:02:31.200,AIR1,AIR6,270,A380,True,46,rainy,1446.2399999999998
Flight436,2023-09-20 19:43:00,2023-09-21 01:17:00,2023-09-20 19:47:00.000,2023-09-21 01:21:00.000,AIR3,AIR8,2245,A380,True,40,sunny,1368.0
Flight437,2023-10-17 12:51:00,2023-10-17 20:37:00,2023-10-17 12:55:30.000,2023-10-17 20:41:30.000,AIR4,AIR6,1427,A380,True,45,sunny,1269.0
Flight438,2023-11-22 12:33:00,2023-11-22 20:43:00,2023-11-22 12:33:21.600,2023-11-22 20:43:21.600,AIR3,AIR1,1775,Boeing 777,True,3,rainy,95.04
Flight439,2023-03-29 15:44:00,2023-03-29 19:41:00,2023-03-29 15:47:00.000,2023-03-29 19:44:00.000,AIR6,AIR7,1837,A380,True,30,sunny,678.0
Flight440,2023-03-24 06:39:00,2023-03-24 14:20:00,2023-03-24 06:39:28.800,2023-03-24 14:20:28.800,AIR5,AIR4,2213,Boeing 777,True,4,rainy,179.52
Flight441,2023-01-19 10:56:00,2023-01-19 13:25:00,2023-01-19 11:02:45.000,2023-01-19 13:31:45.000,AIR8,AIR7,373,A340,True,45,stormy,2497.5
Flight442,2023-03-09 21:52:00,2023-03-10 06:50:00,2023-03-09 21:52:12.000,2023-03-10 06:50:12.000,AIR4,AIR0,774,A319,True,2,sunny,71.2
Flight443,2023-08-25 09:01:00,2023-08-25 17:32:00,2023-08-25 09:04:18.000,2023-08-25 17:35:18.000,AIR7,AIR5,401,A319,True,33,sunny,976.8
Flight444,2023-03-29 22:38:00,2023-03-30 01:47:00,2023-03-29 22:40:24.000,2023-03-30 01:49:24.000,AIR5,AIR6,416,Boeing 737,True,20,rainy,883.1999999999999
Flight445,2023-04-20 20:37:00,2023-04-21 06:14:00,2023-04-20 20:39:38.400,2023-04-21 06:16:38.400,AIR7,AIR5,401,A380,True,22,rainy,1056.0
Flight446,2023-04-14 13:38:00,2023-04-14 16:50:00,2023-04-14 13:41:48.000,2023-04-14 16:53:48.000,AIR1,AIR9,822,A340,True,38,sunny,805.5999999999999
Flight447,2023-09-02 05:12:00,2023-09-02 14:41:00,2023-09-02 05:17:09.600,2023-09-02 14:46:09.600,AIR7,AIR1,957,A321,True,43,rainy,1609.92
Flight448,2023-05-13 20:08:00,2023-05-13 21:16:00,2023-05-13 20:09:54.000,2023-05-13 21:17:54.000,AIR4,AIR5,1345,A340,True,19,sunny,695.4
Flight449,2023-03-10 20:40:00,2023-03-10 22:55:00,2023-03-10 20:41:06.000,2023-03-10 22:56:06.000,AIR2,AIR8,182,Boeing 737,True,11,sunny,268.40000000000003
Flight450,2023-01-04 02:18:00,2023-01-04 09:43:00,2023-01-04 02:22:30.000,2023-01-04 09:47:30.000,AIR8,AIR0,865,A340,True,45,sunny,1008.0
Flight451,2023-11-11 09:22:00,2023-11-11 17:07:00,2023-11-11 09:22:50.400,2023-11-11 17:07:50.400,AIR1,AIR7,2216,A320,True,7,rainy,314.15999999999997
Flight452,2023-11-19 07:57:00,2023-11-19 11:13:00,2023-11-19 07:57:27.000,2023-11-19 11:13:27.000,AIR7,AIR1,957,A340,True,3,stormy,116.10000000000001
Flight453,2023-06-06 04:43:00,2023-06-06 07:22:00,2023-06-06 04:44:30.000,2023-06-06 07:23:30.000,AIR8,AIR7,373,Boeing 737,True,15,sunny,459.0
Flight454,2023-06-29 22:53:00,2023-06-30 03:56:00,2023-06-29 22:53:42.000,2023-06-30 03:56:42.000,AIR6,AIR3,1810,A340,True,7,sunny,230.99999999999997
Flight455,2023-09-05 00:59:00,2023-09-05 04:36:00,2023-09-05 01:02:45.000,2023-09-05 04:39:45.000,AIR0,AIR1,653,A380,True,25,stormy,1485.0
Flight456,2023-06-25 12:06:00,2023-06-25 15:44:00,2023-06-25 12:07:12.000,2023-06-25 15:45:12.000,AIR9,AIR6,937,A380,True,8,stormy,242.39999999999998
Flight457,2023-12-06 06:30:00,2023-12-06 07:52:00,2023-12-06 06:32:00.000,2023-12-06 07:54:00.000,AIR7,AIR2,847,Boeing 737,True,20,sunny,532.0
Flight458,2023-09-07 20:49:00,2023-09-08 03:29:00,2023-09-07 20:50:03.000,2023-09-08 03:30:03.000,AIR7,AIR0,2147,Boeing 777,True,7,stormy,319.2
Flight459,2023-08-04 10:02:00,2023-08-04 18:47:00,2023-08-04 10:06:33.600,2023-08-04 18:51:33.600,AIR4,AIR1,2105,A319,True,38,rainy,1422.7200000000003
Flight460,2023-03-29 18:28:00,2023-03-29 19:52:00,2023-03-29 18:31:50.400,2023-03-29 19:55:50.400,AIR3,AIR1,1775,A321,True,32,rainy,990.72
Flight461,2023-03-12 18:32:00,2023-03-12 23:53:00,2023-03-12 18:35:36.000,2023-03-12 23:56:36.000,AIR7,AIR5,401,A319,True,24,stormy,1188.0
Flight462,2023-11-06 04:07:00,2023-11-06 11:34:00,2023-11-06 04:09:31.200,2023-11-06 11:36:31.200,AIR3,AIR4,2443,A320,True,21,rainy,660.24
Flight463,2023-03-11 10:21:00,2023-03-11 12:21:00,2023-03-11 10:22:48.000,2023-03-11 12:22:48.000,AIR5,AIR5,915,A321,True,15,rainy,558.0
Flight464,2023-08-21 05:23:00,2023-08-21 14:34:00,2023-08-21 05:28:52.800,2023-08-21 14:39:52.800,AIR5,AIR1,1724,A321,True,49,rainy,1375.92
Flight465,2023-08-31 01:14:00,2023-08-31 03:21:00,2023-08-31 01:15:04.800,2023-08-31 03:22:04.800,AIR1,AIR1,388,Boeing 737,True,9,rainy,289.43999999999994
Flight466,2023-07-19 23:15:00,2023-07-20 04:18:00,2023-07-19 23:20:33.000,2023-07-20 04:23:33.000,AIR9,AIR9,476,Boeing 737,True,37,stormy,1565.1
Flight467,2023-03-05 06:38:00,2023-03-05 09:53:00,2023-03-05 06:38:36.000,2023-03-05 09:53:36.000,AIR9,AIR9,476,Boeing 737,True,6,sunny,205.2
Flight468,2023-03-25 22:39:00,2023-03-26 00:43:00,2023-03-25 22:39:36.000,2023-03-26 00:43:36.000,AIR7,AIR2,847,Boeing 777,True,6,sunny,183.6
Flight469,2023-06-11 21:27:00,2023-06-11 23:23:00,2023-06-11 21:30:43.200,2023-06-11 23:26:43.200,AIR8,AIR9,651,Boeing 777,True,31,rainy,1316.8799999999999
Flight470,2023-04-01 10:35:00,2023-04-01 18:30:00,2023-04-01 10:35:48.000,2023-04-01 18:30:48.000,AIR0,AIR7,1290,A319,True,8,sunny,257.6
Flight471,2023-04-19 05:52:00,2023-04-19 12:40:00,2023-04-19 05:52:36.000,2023-04-19 12:40:36.000,AIR5,AIR2,413,A320,True,4,stormy,148.79999999999998
Flight472,2023-05-10 02:50:00,2023-05-10 07:27:00,2023-05-10 02:57:12.000,2023-05-10 07:34:12.000,AIR6,AIR5,896,A340,True,48,stormy,1857.6000000000001
Flight473,2023-10-12 02:24:00,2023-10-12 04:51:00,2023-10-12 02:28:24.000,2023-10-12 04:55:24.000,AIR4,AIR7,1842,A340,True,44,sunny,1276.0
Flight474,2023-09-27 18:11:00,2023-09-28 02:00:00,2023-09-27 18:13:42.000,2023-09-28 02:02:42.000,AIR2,AIR6,2038,A321,True,18,stormy,853.2
Flight475,2023-11-14 16:46:00,2023-11-14 18:37:00,2023-11-14 16:51:16.800,2023-11-14 18:42:16.800,AIR2,AIR2,426,Boeing 777,True,44,rainy,1499.52
Flight476,2023-11-01 04:33:00,2023-11-01 07:31:00,2023-11-01 04:34:12.000,2023-11-01 07:32:12.000,AIR9,AIR9,476,A320,True,8,stormy,319.2
Flight477,2023-11-16 03:07:00,2023-11-16 05:22:00,2023-11-16 03:09:06.000,2023-11-16 05:24:06.000,AIR1,AIR9,822,A380,True,14,stormy,588.0
Flight478,2023-12-04 02:45:00,2023-12-04 10:07:00,2023-12-04 02:46:33.600,2023-12-04 10:08:33.600,AIR0,AIR8,1803,A319,True,13,rainy,389.99999999999994
Flight479,2023-10-06 06:53:00,2023-10-06 16:35:00,2023-10-06 06:58:51.000,2023-10-06 16:40:51.000,AIR4,AIR0,774,A321,True,39,stormy,1310.3999999999999
Flight480,2023-09-19 17:13:00,2023-09-19 22:00:00,2023-09-19 17:18:33.000,2023-09-19 22:05:33.000,AIR6,AIR6,1041,A319,True,37,stormy,1454.1
Flight481,2023-12-16 19:47:00,2023-12-16 23:38:00,2023-12-16 19:49:42.000,2023-12-16 23:40:42.000,AIR7,AIR0,2147,A319,True,18,stormy,750.6
Flight482,2023-01-18 05:33:00,2023-01-18 15:15:00,2023-01-18 05:39:27.000,2023-01-18 15:21:27.000,AIR8,AIR3,1389,A319,True,43,stormy,2231.7000000000003
Flight483,2023-11-05 19:02:00,2023-11-05 21:27:00,2023-11-05 19:03:40.800,2023-11-05 21:28:40.800,AIR1,AIR7,2216,Boeing 777,True,14,rainy,598.0799999999999
Flight484,2023-11-13 16:48:00,2023-11-13 22:44:00,2023-11-13 16:48:48.000,2023-11-13 22:44:48.000,AIR9,AIR9,476,A380,True,8,sunny,222.4
Flight485,2023-09-18 10:55:00,2023-09-18 12:13:00,2023-09-18 10:58:18.000,2023-09-18 12:16:18.000,AIR9,AIR5,2306,A320,True,22,stormy,983.4
Flight486,2023-08-02 13:59:00,2023-08-02 16:49:00,2023-08-02 14:05:00.000,2023-08-02 16:55:00.000,AIR5,AIR7,2441,Boeing 737,True,50,rainy,2316.0
Flight487,2023-08-09 20:53:00,2023-08-10 00:50:00,2023-08-09 20:57:33.600,2023-08-10 00:54:33.600,AIR5,AIR5,915,Boeing 777,True,38,rainy,1176.48
Flight488,2023-05-26 16:05:00,2023-05-26 17:22:00,2023-05-26 16:10:24.000,2023-05-26 17:27:24.000,AIR6,AIR7,1837,A380,True,36,stormy,1825.2
Flight489,2023-11-22 07:32:00,2023-11-22 12:24:00,2023-11-22 07:33:33.600,2023-11-22 12:25:33.600,AIR1,AIR2,2303,Boeing 777,True,13,rainy,352.55999999999995
Flight490,2023-04-02 06:19:00,2023-04-02 14:07:00,2023-04-02 06:20:57.000,2023-04-02 14:08:57.000,AIR7,AIR3,1358,A380,True,13,stormy,444.59999999999997
Flight491,2023-08-29 20:22:00,2023-08-29 22:07:00,2023-08-29 20:26:06.000,2023-08-29 22:11:06.000,AIR8,AIR0,865,Boeing 777,True,41,sunny,910.1999999999999
Flight492,2023-04-22 08:36:00,2023-04-22 10:50:00,2023-04-22 08:41:15.000,2023-04-22 10:55:15.000,AIR9,AIR5,2306,Boeing 777,True,35,stormy,1197.0
Flight493,2023-05-20 00:44:00,2023-05-20 01:57:00,2023-05-20 00:48:30.000,2023-05-20 02:01:30.000,AIR7,AIR9,1152,A319,True,30,stormy,1107.0
Flight494,2023-07-29 07:32:00,2023-07-29 16:55:00,2023-07-29 07:33:48.000,2023-07-29 16:56:48.000,AIR8,AIR7,373,A320,True,18,sunny,540.0
Flight495,2023-04-06 01:35:00,2023-04-06 04:04:00,2023-04-06 01:38:50.400,2023-04-06 04:07:50.400,AIR6,AIR0,1692,A380,True,32,rainy,1067.52
Flight496,2023-12-20 18:42:00,2023-12-21 02:30:00,2023-12-20 18:42:36.000,2023-12-21 02:30:36.000,AIR3,AIR0,1394,Boeing 737,True,6,sunny,159.6
Flight497,2023-06-13 06:50:00,2023-06-13 11:46:00,2023-06-13 06:52:52.800,2023-06-13 11:48:52.800,AIR2,AIR6,2038,A319,True,24,rainy,875.5200000000001
Flight498,2023-12-21 06:41:00,2023-12-21 09:44:00,2023-12-21 06:42:06.000,2023-12-21 09:45:06.000,AIR8,AIR9,651,Boeing 737,True,11,sunny,325.6
Flight499,2023-04-12 08:51:00,2023-04-12 14:10:00,2023-04-12 08:55:24.000,2023-04-12 14:14:24.000,AIR7,AIR4,210,Boeing 737,True,44,sunny,1029.6000000000001
Flight500,2023-08-18 20:14:00,2023-08-19 01:47:00,2023-08-18 20:16:24.000,2023-08-19 01:49:24.000,AIR7,AIR7,373,A321,True,16,stormy,902.4
Flight501,2023-06-08 14:17:00,2023-06-08 23:46:00,2023-06-08 14:20:42.000,2023-06-08 23:49:42.000,AIR6,AIR5,896,A321,True,37,sunny,1457.8000000000002
Flight502,2023-10-25 05:56:00,2023-10-25 14:29:00,2023-10-25 05:56:50.400,2023-10-25 14:29:50.400,AIR6,AIR7,1837,A340,True,7,rainy,199.92
Flight503,2023-11-21 12:11:00,2023-11-21 18:46:00,2023-11-21 12:17:45.000,2023-11-21 18:52:45.000,AIR4,AIR0,774,A340,True,45,stormy,1984.5
Flight504,2023-11-23 23:24:00,2023-11-24 05:37:00,2023-11-23 23:26:06.000,2023-11-24 05:39:06.000,AIR1,AIR7,2216,A380,True,21,sunny,684.6
Flight505,2023-10-04 16:43:00,2023-10-04 21:39:00,2023-10-04 16:43:09.000,2023-10-04 21:39:09.000,AIR5,AIR3,223,A320,True,1,stormy,60.0
Flight506,2023-06-09 08:39:00,2023-06-09 12:47:00,2023-06-09 08:46:30.000,2023-06-09 12:54:30.000,AIR5,AIR2,413,Boeing 737,True,50,stormy,2685.0
Flight507,2023-10-01 16:31:00,2023-10-01 22:37:00,2023-10-01 16:33:24.000,2023-10-01 22:39:24.000,AIR6,AIR7,1837,A340,True,16,stormy,628.8
Flight508,2023-02-08 01:49:00,2023-02-08 10:33:00,2023-02-08 01:52:18.000,2023-02-08 10:36:18.000,AIR6,AIR2,694,A380,True,22,stormy,699.5999999999999
Flight509,2023-09-24 22:56:00,2023-09-25 04:31:00,2023-09-24 22:58:45.600,2023-09-25 04:33:45.600,AIR7,AIR3,1358,Boeing 777,True,23,rainy,739.68
Flight510,2023-04-03 04:47:00,2023-04-03 09:13:00,2023-04-03 04:52:15.000,2023-04-03 09:18:15.000,AIR3,AIR1,1775,A321,True,35,stormy,1743.0
Flight511,2023-06-14 05:42:00,2023-06-14 15:34:00,2023-06-14 05:47:16.800,2023-06-14 15:39:16.800,AIR3,AIR6,1087,A321,True,44,rainy,1752.96
Flight512,2023-08-27 05:05:00,2023-08-27 12:59:00,2023-08-27 05:05:48.000,2023-08-27 12:59:48.000,AIR5,AIR0,2387,A320,True,8,sunny,241.60000000000002
Flight513,2023-11-06 18:30:00,2023-11-07 03:32:00,2023-11-06 18:30:27.000,2023-11-07 03:32:27.000,AIR1,AIR4,1146,A319,True,3,stormy,144.0
Flight514,2023-02-12 12:19:00,2023-02-12 13:49:00,2023-02-12 12:25:00.000,2023-02-12 13:55:00.000,AIR6,AIR5,896,A321,True,50,rainy,1800.0
Flight515,2023-05-27 08:30:00,2023-05-27 11:11:00,2023-05-27 08:35:09.600,2023-05-27 11:16:09.600,AIR9,AIR3,2341,A340,True,43,rainy,1517.04
Flight516,2023-01-13 18:32:00,2023-01-14 03:15:00,2023-01-13 18:35:12.000,2023-01-14 03:18:12.000,AIR6,AIR3,1810,A340,True,32,sunny,742.4000000000001
Flight517,2023-08-08 05:05:00,2023-08-08 06:05:00,2023-08-08 05:09:54.000,2023-08-08 06:09:54.000,AIR8,AIR4,2184,A340,True,49,sunny,1117.2
Flight518,2023-08-22 09:13:00,2023-08-22 18:55:00,2023-08-22 09:14:21.000,2023-08-22 18:56:21.000,AIR7,AIR5,401,A340,True,9,stormy,383.40000000000003
Flight519,2023-05-22 02:51:00,2023-05-22 10:39:00,2023-05-22 02:51:18.000,2023-05-22 10:39:18.000,AIR2,AIR9,847,A340,True,3,sunny,96.6
Flight520,2023-12-23 17:44:00,2023-12-23 22:38:00,2023-12-23 17:50:00.000,2023-12-23 22:44:00.000,AIR0,AIR1,653,A380,True,40,stormy,1368.0
Flight521,2023-11-29 21:29:00,2023-11-30 01:07:00,2023-11-29 21:33:48.000,2023-11-30 01:11:48.000,AIR4,AIR4,817,A340,True,32,stormy,1632.0
Flight522,2023-09-22 00:00:00,2023-09-22 05:33:00,2023-09-22 00:02:51.000,2023-09-22 05:35:51.000,AIR4,AIR8,757,A340,True,19,stormy,689.7
Flight523,2023-10-30 00:02:00,2023-10-30 08:33:00,2023-10-30 00:06:12.000,2023-10-30 08:37:12.000,AIR0,AIR3,1613,Boeing 737,True,42,sunny,1167.6000000000001
Flight524,2023-08-10 00:18:00,2023-08-10 02:53:00,2023-08-10 00:20:31.200,2023-08-10 02:55:31.200,AIR5,AIR1,1724,Boeing 777,True,21,rainy,745.92
Flight525,2023-05-28 04:41:00,2023-05-28 12:27:00,2023-05-28 04:43:38.400,2023-05-28 12:29:38.400,AIR0,AIR5,2078,Boeing 777,True,22,rainy,781.44
Flight526,2023-04-19 13:12:00,2023-04-19 19:02:00,2023-04-19 13:15:12.000,2023-04-19 19:05:12.000,AIR7,AIR6,353,A319,True,32,sunny,1056.0
Flight527,2023-07-11 21:30:00,2023-07-11 23:35:00,2023-07-11 21:34:42.000,2023-07-11 23:39:42.000,AIR9,AIR9,476,A380,True,47,sunny,1184.4
Flight528,2023-04-18 23:30:00,2023-04-19 05:34:00,2023-04-18 23:35:52.800,2023-04-19 05:39:52.800,AIR3,AIR6,1087,Boeing 737,True,49,rainy,1752.24
Flight529,2023-02-14 23:07:00,2023-02-15 03:51:00,2023-02-14 23:09:00.000,2023-02-15 03:53:00.000,AIR5,AIR3,223,A340,True,20,sunny,788.0
Flight530,2023-04-06 06:54:00,2023-04-06 08:48:00,2023-04-06 06:57:06.000,2023-04-06 08:51:06.000,AIR4,AIR6,1427,Boeing 737,True,31,sunny,768.8000000000001
