scheduled_departure_time,scheduled_arrival_time,departure_airport,arrival_airport,weather,airline,temperature,visibility,wind_speed,wind_direction,aircraft_model,on_time
2022-03-03 12:00:00,2022-03-03 16:00:00,ORD,CDG,sunny,WN,23,1555,30.953763239883138,crosswind,A319,False
2022-03-03 13:00:00,2022-03-03 17:00:00,ORD,PEK,rainy,UA,6,291,16.792623062988053,tailwind,A330,False
2022-03-03 14:00:00,2022-03-03 17:00:00,ORD,HND,sunny,UA,0,1331,37.14633008764875,crosswind,A380,False
2022-03-03 15:00:00,2022-03-03 18:00:00,JFK,HND,sunny,WN,24,1569,17.482584432663423,headwind,B747,True
2022-03-03 16:00:00,2022-03-03 17:00:00,ORD,LHR,rainy,WN,8,1152,30.498590634168913,crosswind,B747,False
2022-03-03 17:00:00,2022-03-03 19:00:00,ORD,PEK,cloudy,AA,9,1560,20.79052475675785,crosswind,A320,False
2022-03-03 18:00:00,2022-03-03 22:00:00,ORD,CDG,sunny,WN,-10,1140,31.307335724744718,crosswind,A320,False
2022-03-03 19:00:00,2022-03-03 22:00:00,LAX,LHR,rainy,UA,23,218,42.5688819431808,crosswind,A380,False
2022-03-03 20:00:00,2022-03-03 22:00:00,ORD,CDG,sunny,DL,-5,1628,10.238270953093338,tailwind,A321,True
2022-03-03 21:00:00,2022-03-04 00:00:00,JFK,PEK,cloudy,DL,-10,802,21.951214749056206,crosswind,B767,False
2022-03-03 22:00:00,2022-03-04 01:00:00,DFW,CDG,cloudy,UA,-7,562,29.499441784807384,crosswind,A321,False
2022-03-03 23:00:00,2022-03-04 00:00:00,LAX,LHR,cloudy,AA,-6,1620,2.637420395870075,tailwind,B747,True
2022-03-04 00:00:00,2022-03-04 04:00:00,JFK,CDG,rainy,UA,19,1901,18.661269522661385,tailwind,B757,False
2022-03-04 01:00:00,2022-03-04 05:00:00,DFW,HND,sunny,UA,-1,283,8.112714158614821,tailwind,A330,False
2022-03-04 02:00:00,2022-03-04 05:00:00,DFW,LHR,cloudy,UA,8,784,12.680790918393338,tailwind,B737,True
2022-03-04 03:00:00,2022-03-04 05:00:00,LAX,CDG,rainy,DL,29,1707,19.153199179761742,crosswind,A350,False
2022-03-04 04:00:00,2022-03-04 08:00:00,LAX,CDG,sunny,UA,15,844,16.769648658437823,tailwind,A330,True
2022-03-04 05:00:00,2022-03-04 06:00:00,ORD,PEK,rainy,DL,-4,990,21.73872524676597,headwind,B737,False
2022-03-04 06:00:00,2022-03-04 10:00:00,LAX,LHR,rainy,WN,23,1812,18.155790061145826,headwind,A321,False
2022-03-04 07:00:00,2022-03-04 08:00:00,ORD,CDG,sunny,UA,16,1570,20.083122006032895,crosswind,A350,False
2022-03-04 08:00:00,2022-03-04 10:00:00,LAX,LHR,cloudy,UA,7,1396,4.7716035255121,tailwind,B777,True
2022-03-04 09:00:00,2022-03-04 12:00:00,JFK,HND,sunny,AA,19,634,23.896186492006798,tailwind,B767,False
2022-03-04 10:00:00,2022-03-04 12:00:00,JFK,CDG,cloudy,UA,6,1803,41.672911061450094,crosswind,A321,False
2022-03-04 11:00:00,2022-03-04 13:00:00,LAX,LHR,cloudy,DL,-2,1885,-1.1642272782613836,tailwind,B787,True
2022-03-04 12:00:00,2022-03-04 13:00:00,DFW,LHR,sunny,UA,-8,1999,21.571307375228297,tailwind,A321,False
2022-03-04 13:00:00,2022-03-04 15:00:00,ORD,PEK,sunny,WN,-9,210,27.367591186099325,crosswind,B767,False
2022-03-04 14:00:00,2022-03-04 17:00:00,LAX,CDG,cloudy,UA,14,1984,25.931470644371274,headwind,A350,False
2022-03-04 15:00:00,2022-03-04 19:00:00,LAX,HND,rainy,DL,-1,1071,35.80388908405422,crosswind,B737,False
2022-03-04 16:00:00,2022-03-04 17:00:00,ORD,CDG,rainy,WN,19,1563,13.611615378318568,headwind,A321,False
2022-03-04 17:00:00,2022-03-04 18:00:00,LAX,HND,sunny,DL,-2,1092,23.60462525527855,crosswind,A321,False
2022-03-04 18:00:00,2022-03-04 20:00:00,JFK,PEK,cloudy,UA,6,435,0.3343911101802506,tailwind,B757,False
2022-03-04 19:00:00,2022-03-04 21:00:00,ORD,HND,cloudy,UA,3,1890,24.54179037251474,headwind,B757,False
2022-03-04 20:00:00,2022-03-04 22:00:00,JFK,LHR,sunny,WN,5,803,19.12590939367992,headwind,A330,True
2022-03-04 21:00:00,2022-03-05 02:00:00,DFW,HND,rainy,UA,4,986,28.629361361735583,headwind,A321,False
2022-03-04 22:00:00,2022-03-05 01:00:00,LAX,PEK,rainy,DL,-10,997,33.4609335780162,crosswind,B787,False
2022-03-04 23:00:00,2022-03-05 01:00:00,ORD,PEK,cloudy,AA,27,969,10.326785212060017,tailwind,B757,True
2022-03-05 00:00:00,2022-03-05 05:00:00,LAX,PEK,rainy,AA,18,1219,4.36995454698393,tailwind,A330,False
2022-03-05 01:00:00,2022-03-05 02:00:00,DFW,PEK,rainy,UA,-5,1561,34.48781043753597,crosswind,A380,False
2022-03-05 02:00:00,2022-03-05 05:00:00,LAX,LHR,rainy,DL,-10,703,14.810819212914272,headwind,A321,False
2022-03-05 03:00:00,2022-03-05 08:00:00,ORD,HND,sunny,WN,22,1312,35.460969335212695,crosswind,A319,False
2022-03-05 04:00:00,2022-03-05 05:00:00,JFK,LHR,rainy,AA,29,1326,-0.02608850597529555,tailwind,B737,False
2022-03-05 05:00:00,2022-03-05 09:00:00,JFK,LHR,sunny,AA,13,1614,4.9840554729420266,tailwind,B757,True
2022-03-05 06:00:00,2022-03-05 10:00:00,JFK,PEK,rainy,UA,19,1926,37.18793010563223,crosswind,B787,False
2022-03-05 07:00:00,2022-03-05 10:00:00,JFK,HND,cloudy,AA,28,1185,9.356833261314135,tailwind,B757,True
2022-03-05 08:00:00,2022-03-05 13:00:00,LAX,HND,cloudy,AA,17,849,28.02298700464911,crosswind,B777,False
2022-03-05 09:00:00,2022-03-05 14:00:00,LAX,HND,rainy,AA,25,1237,32.31115409151086,headwind,A380,False
2022-03-05 10:00:00,2022-03-05 11:00:00,ORD,HND,cloudy,AA,26,252,11.307998630806638,headwind,B777,False
2022-03-05 11:00:00,2022-03-05 15:00:00,DFW,PEK,rainy,DL,10,1430,22.750850493562112,headwind,A320,False
2022-03-05 12:00:00,2022-03-05 16:00:00,JFK,PEK,sunny,AA,-1,1164,8.078364532286352,tailwind,B747,True
2022-03-05 13:00:00,2022-03-05 15:00:00,LAX,LHR,cloudy,DL,28,522,24.776934664631934,crosswind,B737,False
2022-03-05 14:00:00,2022-03-05 19:00:00,LAX,LHR,sunny,UA,17,1428,-0.6443275238594802,tailwind,A350,True
2022-03-05 15:00:00,2022-03-05 18:00:00,ORD,LHR,cloudy,DL,4,1176,28.523468454096225,crosswind,A321,False
2022-03-05 16:00:00,2022-03-05 20:00:00,JFK,PEK,cloudy,UA,8,533,10.730812418035047,tailwind,B737,False
2022-03-05 17:00:00,2022-03-05 20:00:00,LAX,LHR,cloudy,DL,-2,458,31.3445487209289,crosswind,A330,False
2022-03-05 18:00:00,2022-03-05 21:00:00,LAX,CDG,sunny,AA,19,1321,32.63584224992274,headwind,A380,False
2022-03-05 19:00:00,2022-03-05 21:00:00,JFK,CDG,rainy,AA,13,615,27.42268095505651,crosswind,A380,False
2022-03-05 20:00:00,2022-03-06 00:00:00,DFW,HND,cloudy,DL,-7,326,8.6424250215651,headwind,A321,False
2022-03-05 21:00:00,2022-03-06 00:00:00,ORD,CDG,sunny,WN,-4,1450,20.496946315212085,tailwind,A380,False
2022-03-05 22:00:00,2022-03-06 02:00:00,LAX,HND,rainy,WN,25,484,21.417164833728474,crosswind,B787,False
2022-03-05 23:00:00,2022-03-06 01:00:00,LAX,CDG,sunny,UA,17,1735,31.432623497060973,crosswind,A321,False
2022-03-06 00:00:00,2022-03-06 01:00:00,DFW,LHR,sunny,UA,28,1230,24.128596526619354,headwind,A330,False
2022-03-06 01:00:00,2022-03-06 02:00:00,ORD,PEK,sunny,UA,-9,1761,12.815183492035036,tailwind,A350,True
2022-03-06 02:00:00,2022-03-06 03:00:00,JFK,PEK,sunny,WN,3,972,22.84949410091791,headwind,A321,False
2022-03-06 03:00:00,2022-03-06 06:00:00,ORD,LHR,cloudy,DL,-9,742,24.70453265581446,crosswind,A330,False
2022-03-06 04:00:00,2022-03-06 07:00:00,ORD,CDG,sunny,DL,29,928,21.299105753305987,tailwind,A321,False
2022-03-06 05:00:00,2022-03-06 08:00:00,JFK,CDG,rainy,AA,23,1318,0.40966266927396866,tailwind,B757,False
2022-03-06 06:00:00,2022-03-06 10:00:00,LAX,PEK,sunny,AA,25,1341,27.49482478150285,crosswind,A319,False
2022-03-06 07:00:00,2022-03-06 12:00:00,JFK,PEK,sunny,AA,-9,1793,10.607894517710083,tailwind,A330,True
2022-03-06 08:00:00,2022-03-06 12:00:00,LAX,PEK,cloudy,UA,-2,629,4.358543034856884,tailwind,B757,True
2022-03-06 09:00:00,2022-03-06 10:00:00,DFW,LHR,cloudy,WN,13,1394,40.38915766800585,crosswind,A380,False
2022-03-06 10:00:00,2022-03-06 15:00:00,DFW,PEK,rainy,WN,1,1677,24.048514727882228,crosswind,B767,False
2022-03-06 11:00:00,2022-03-06 13:00:00,DFW,PEK,cloudy,DL,-6,848,17.713496220379493,headwind,B787,True
2022-03-06 12:00:00,2022-03-06 17:00:00,JFK,CDG,rainy,AA,16,1980,-2.1191096182725673,tailwind,B777,False
2022-03-06 13:00:00,2022-03-06 15:00:00,JFK,CDG,sunny,WN,12,1238,38.465364331697,headwind,B757,False
2022-03-06 14:00:00,2022-03-06 17:00:00,DFW,PEK,sunny,WN,18,1906,20.936403661510745,crosswind,B777,False
2022-03-06 15:00:00,2022-03-06 16:00:00,JFK,LHR,sunny,WN,22,1847,17.196133730577582,headwind,A321,True
2022-03-06 16:00:00,2022-03-06 19:00:00,ORD,HND,sunny,AA,16,1674,20.85569987530019,tailwind,A319,False
2022-03-06 17:00:00,2022-03-06 21:00:00,LAX,CDG,cloudy,AA,-4,838,12.77295032928439,headwind,A330,True
2022-03-06 18:00:00,2022-03-06 21:00:00,ORD,PEK,rainy,UA,20,1203,-1.3820776677897038,tailwind,B787,False
2022-03-06 19:00:00,2022-03-06 22:00:00,JFK,HND,cloudy,AA,22,1106,5.090909364703312,tailwind,B767,True
2022-03-06 20:00:00,2022-03-07 01:00:00,DFW,CDG,rainy,DL,27,1955,27.854594396862225,headwind,B777,False
2022-03-06 21:00:00,2022-03-06 23:00:00,ORD,LHR,cloudy,UA,13,1228,22.371221285681315,headwind,B737,False
2022-03-06 22:00:00,2022-03-06 23:00:00,JFK,PEK,sunny,UA,29,1388,33.059439018576796,crosswind,A350,False
2022-03-06 23:00:00,2022-03-07 02:00:00,JFK,LHR,sunny,UA,13,750,9.789332808790766,tailwind,A320,True
2022-03-07 00:00:00,2022-03-07 03:00:00,ORD,CDG,cloudy,AA,25,1555,11.188688133642682,headwind,B777,True
2022-03-07 01:00:00,2022-03-07 03:00:00,DFW,PEK,sunny,DL,10,583,22.561778284056373,headwind,A321,False
2022-03-07 02:00:00,2022-03-07 06:00:00,LAX,CDG,rainy,WN,21,1516,30.845316282330003,headwind,B787,False
2022-03-07 03:00:00,2022-03-07 07:00:00,DFW,LHR,cloudy,AA,28,1629,4.840697368784634,tailwind,A319,True
2022-03-07 04:00:00,2022-03-07 09:00:00,JFK,CDG,cloudy,UA,18,1287,23.922020986772687,headwind,B777,False
2022-03-07 05:00:00,2022-03-07 07:00:00,JFK,CDG,sunny,DL,17,288,11.46300737919333,tailwind,A350,False
2022-03-07 06:00:00,2022-03-07 09:00:00,JFK,HND,sunny,UA,21,1825,8.010379349696874,tailwind,B757,True
2022-03-07 07:00:00,2022-03-07 11:00:00,JFK,PEK,cloudy,WN,11,1839,21.531355722049824,crosswind,B787,False
2022-03-07 08:00:00,2022-03-07 12:00:00,ORD,PEK,sunny,AA,23,916,27.70841378449164,crosswind,B787,False
2022-03-07 09:00:00,2022-03-07 10:00:00,JFK,CDG,rainy,DL,23,973,32.693466617480794,headwind,A321,False
2022-03-07 10:00:00,2022-03-07 11:00:00,DFW,CDG,rainy,UA,-6,509,11.975849296341101,headwind,A321,False
2022-03-07 11:00:00,2022-03-07 16:00:00,DFW,LHR,cloudy,AA,12,1364,30.432842373586062,crosswind,B757,False
2022-03-07 12:00:00,2022-03-07 16:00:00,LAX,PEK,cloudy,UA,14,923,11.082417069993813,tailwind,B787,True
2022-03-07 13:00:00,2022-03-07 17:00:00,ORD,PEK,sunny,AA,0,1664,13.81075876088821,headwind,B747,True
2022-03-07 14:00:00,2022-03-07 16:00:00,ORD,HND,rainy,WN,27,1276,14.009792513002163,tailwind,A320,False
2022-03-07 15:00:00,2022-03-07 16:00:00,JFK,PEK,rainy,AA,-7,930,33.65892724675841,headwind,B737,False
2022-03-07 16:00:00,2022-03-07 17:00:00,LAX,LHR,sunny,UA,26,1523,-2.069169404580305,tailwind,A350,True
2022-03-07 17:00:00,2022-03-07 21:00:00,LAX,HND,cloudy,WN,18,1334,9.511693978961175,tailwind,A350,True
2022-03-07 18:00:00,2022-03-07 23:00:00,DFW,PEK,sunny,UA,0,406,0.206664462049454,tailwind,B777,False
2022-03-07 19:00:00,2022-03-07 23:00:00,DFW,PEK,rainy,AA,28,1568,16.67369928054693,tailwind,B757,False
2022-03-07 20:00:00,2022-03-07 23:00:00,DFW,PEK,rainy,UA,29,376,13.384955120024411,headwind,B757,False
2022-03-07 21:00:00,2022-03-07 22:00:00,ORD,LHR,cloudy,DL,6,1800,31.212268518719917,crosswind,A380,False
2022-03-07 22:00:00,2022-03-07 23:00:00,ORD,LHR,sunny,WN,14,746,4.372775294415491,tailwind,A350,True
2022-03-07 23:00:00,2022-03-08 01:00:00,ORD,HND,rainy,UA,-10,259,16.239170436204155,tailwind,B787,False
2022-03-08 00:00:00,2022-03-08 05:00:00,DFW,PEK,cloudy,UA,1,1136,34.148766851131384,crosswind,A321,False
2022-03-08 01:00:00,2022-03-08 03:00:00,ORD,CDG,sunny,UA,3,1868,25.444685537707713,headwind,A380,False
2022-03-08 02:00:00,2022-03-08 03:00:00,ORD,HND,cloudy,AA,21,1220,11.842573233264815,tailwind,A350,True
2022-03-08 03:00:00,2022-03-08 08:00:00,LAX,LHR,sunny,UA,1,1070,21.86112294498009,crosswind,B757,False
2022-03-08 04:00:00,2022-03-08 08:00:00,DFW,CDG,cloudy,AA,0,357,7.541862949497958,tailwind,A330,False
2022-03-08 05:00:00,2022-03-08 09:00:00,DFW,HND,rainy,WN,2,1619,29.927418328058515,headwind,A350,False
2022-03-08 06:00:00,2022-03-08 11:00:00,DFW,CDG,rainy,DL,18,725,16.94221201022153,headwind,A320,False
2022-03-08 07:00:00,2022-03-08 10:00:00,JFK,PEK,rainy,DL,10,1749,13.306257949028018,crosswind,B777,False
2022-03-08 08:00:00,2022-03-08 12:00:00,ORD,LHR,sunny,DL,-7,1842,17.357470090884785,crosswind,A319,True
2022-03-08 09:00:00,2022-03-08 11:00:00,DFW,LHR,rainy,UA,9,1055,20.451510093681836,crosswind,B747,False
2022-03-08 10:00:00,2022-03-08 14:00:00,LAX,HND,cloudy,UA,-6,626,23.52627244992958,headwind,B787,False
2022-03-08 11:00:00,2022-03-08 15:00:00,LAX,LHR,cloudy,DL,-7,1146,14.001915868592015,tailwind,A320,True
2022-03-08 12:00:00,2022-03-08 15:00:00,LAX,HND,sunny,UA,-3,769,31.682712164249473,crosswind,A319,False
2022-03-08 13:00:00,2022-03-08 17:00:00,LAX,LHR,rainy,DL,-1,590,7.424789916276407,tailwind,B747,False
2022-03-08 14:00:00,2022-03-08 16:00:00,ORD,LHR,cloudy,AA,4,871,22.96015074883101,crosswind,A330,False
2022-03-08 15:00:00,2022-03-08 17:00:00,ORD,PEK,cloudy,DL,12,1181,26.056020236107255,headwind,A380,False
2022-03-08 16:00:00,2022-03-08 18:00:00,ORD,HND,rainy,WN,5,1640,35.3928291992311,crosswind,B757,False
2022-03-08 17:00:00,2022-03-08 18:00:00,ORD,LHR,cloudy,DL,9,1509,19.54845795781798,headwind,A380,True
2022-03-08 18:00:00,2022-03-08 22:00:00,ORD,HND,sunny,DL,7,1194,29.2016550357697,headwind,B787,False
2022-03-08 19:00:00,2022-03-08 23:00:00,LAX,CDG,cloudy,AA,1,336,5.750720202128027,tailwind,B747,False
2022-03-08 20:00:00,2022-03-09 01:00:00,LAX,PEK,rainy,DL,27,1060,20.07053899195185,crosswind,A321,False
2022-03-08 21:00:00,2022-03-09 00:00:00,DFW,CDG,sunny,DL,-2,1317,4.670881966494135,tailwind,B747,True
2022-03-08 22:00:00,2022-03-08 23:00:00,ORD,LHR,rainy,DL,-6,1496,33.0694972236825,headwind,B777,False
2022-03-08 23:00:00,2022-03-09 03:00:00,ORD,LHR,sunny,AA,26,1491,25.449910566791964,crosswind,A319,False
2022-03-09 00:00:00,2022-03-09 02:00:00,JFK,CDG,sunny,AA,21,1728,17.559236221615016,crosswind,B777,True
2022-03-09 01:00:00,2022-03-09 02:00:00,ORD,CDG,sunny,DL,10,779,36.047168147265864,crosswind,A319,False
2022-03-09 02:00:00,2022-03-09 03:00:00,JFK,HND,sunny,WN,-8,1621,1.9801603461723358,tailwind,A319,True
2022-03-09 03:00:00,2022-03-09 05:00:00,DFW,HND,rainy,DL,-9,434,28.5078722521187,crosswind,A330,False
2022-03-09 04:00:00,2022-03-09 09:00:00,JFK,LHR,rainy,DL,-6,511,1.996901954527491,tailwind,A380,False
2022-03-09 05:00:00,2022-03-09 09:00:00,ORD,CDG,cloudy,UA,28,419,13.239177542935288,tailwind,A321,False
2022-03-09 06:00:00,2022-03-09 09:00:00,JFK,PEK,cloudy,AA,20,915,43.05177110645337,crosswind,A330,False
2022-03-09 07:00:00,2022-03-09 12:00:00,LAX,PEK,rainy,AA,9,1694,13.818364852218785,tailwind,B767,False
2022-03-09 08:00:00,2022-03-09 11:00:00,DFW,CDG,cloudy,UA,10,1505,34.64976155394622,crosswind,B777,False
2022-03-09 09:00:00,2022-03-09 12:00:00,DFW,HND,cloudy,AA,12,1386,7.8048476168788055,headwind,B787,True
2022-03-09 10:00:00,2022-03-09 14:00:00,LAX,LHR,rainy,AA,-1,1833,6.604337670429945,tailwind,B737,False
2022-03-09 11:00:00,2022-03-09 12:00:00,DFW,CDG,cloudy,DL,28,1765,21.297942828457185,headwind,A321,False
2022-03-09 12:00:00,2022-03-09 14:00:00,DFW,PEK,sunny,DL,27,1057,18.0336139871165,tailwind,A320,True
2022-03-09 13:00:00,2022-03-09 16:00:00,JFK,CDG,sunny,AA,-3,665,16.08691732918827,crosswind,A350,True
2022-03-09 14:00:00,2022-03-09 19:00:00,JFK,LHR,sunny,UA,11,1984,23.730069137778035,crosswind,A319,False
2022-03-09 15:00:00,2022-03-09 19:00:00,ORD,LHR,sunny,WN,6,1509,-1.9072576024755166,tailwind,B787,True
2022-03-09 16:00:00,2022-03-09 20:00:00,LAX,HND,cloudy,DL,9,1095,23.54763835741814,headwind,B777,False
2022-03-09 17:00:00,2022-03-09 22:00:00,LAX,LHR,sunny,UA,28,540,9.161026079302806,tailwind,A330,False
2022-03-09 18:00:00,2022-03-09 21:00:00,DFW,CDG,cloudy,AA,23,1452,21.993379318776128,headwind,A330,False
2022-03-09 19:00:00,2022-03-09 22:00:00,JFK,CDG,rainy,AA,24,917,5.489814013588566,tailwind,B787,False
2022-03-09 20:00:00,2022-03-09 23:00:00,JFK,LHR,cloudy,UA,19,1112,4.549193518618762,tailwind,A380,True
2022-03-09 21:00:00,2022-03-10 02:00:00,DFW,CDG,sunny,UA,1,1095,21.621995471029443,tailwind,B737,False
2022-03-09 22:00:00,2022-03-10 01:00:00,DFW,LHR,rainy,WN,9,1625,33.643267448145906,crosswind,A321,False
2022-03-09 23:00:00,2022-03-10 04:00:00,DFW,CDG,rainy,DL,1,1585,27.001111787191842,crosswind,B777,False
2022-03-10 00:00:00,2022-03-10 04:00:00,DFW,HND,rainy,AA,5,1233,1.4418397015974151,tailwind,B787,False
2022-03-10 01:00:00,2022-03-10 06:00:00,DFW,PEK,rainy,UA,27,446,33.06611456682082,crosswind,B787,False
2022-03-10 02:00:00,2022-03-10 04:00:00,ORD,PEK,rainy,UA,19,688,38.10039307629228,crosswind,A380,False
2022-03-10 03:00:00,2022-03-10 04:00:00,LAX,HND,cloudy,AA,5,1155,12.03648748896357,crosswind,A350,True
2022-03-10 04:00:00,2022-03-10 05:00:00,JFK,PEK,sunny,WN,17,965,13.127938230032004,headwind,B747,True
2022-03-10 05:00:00,2022-03-10 07:00:00,LAX,HND,cloudy,WN,4,670,30.055539322491867,headwind,B737,False
2022-03-10 06:00:00,2022-03-10 11:00:00,DFW,CDG,rainy,UA,-4,1201,4.343878736213534,tailwind,B777,False
2022-03-10 07:00:00,2022-03-10 08:00:00,DFW,LHR,sunny,WN,-8,994,34.36058675574883,crosswind,B757,False
2022-03-10 08:00:00,2022-03-10 10:00:00,ORD,PEK,cloudy,UA,12,824,18.15022256654407,tailwind,A350,True
2022-03-10 09:00:00,2022-03-10 12:00:00,ORD,LHR,rainy,UA,5,736,10.002182055888923,tailwind,B767,False
2022-03-10 10:00:00,2022-03-10 12:00:00,LAX,CDG,sunny,WN,-6,1491,10.441894387181867,headwind,B757,True
2022-03-10 11:00:00,2022-03-10 12:00:00,LAX,LHR,sunny,WN,27,713,22.501553236106293,crosswind,A350,False
2022-03-10 12:00:00,2022-03-10 17:00:00,DFW,HND,sunny,AA,2,560,22.300083516689547,headwind,A330,False
2022-03-10 13:00:00,2022-03-10 18:00:00,LAX,HND,sunny,UA,28,636,23.469911284432712,headwind,B757,False
2022-03-10 14:00:00,2022-03-10 19:00:00,LAX,CDG,rainy,AA,2,490,-3.5915598374259634,tailwind,B767,False
2022-03-10 15:00:00,2022-03-10 16:00:00,JFK,HND,sunny,AA,11,1154,31.121982093788848,crosswind,A350,False
2022-03-10 16:00:00,2022-03-10 19:00:00,DFW,LHR,sunny,WN,-3,1515,32.86272825011423,crosswind,A330,False
2022-03-10 17:00:00,2022-03-10 22:00:00,LAX,HND,cloudy,UA,0,399,36.85694306874605,crosswind,B747,False
2022-03-10 18:00:00,2022-03-10 22:00:00,DFW,PEK,cloudy,UA,-6,751,30.055074430277052,crosswind,B757,False
2022-03-10 19:00:00,2022-03-10 22:00:00,ORD,PEK,cloudy,WN,4,498,21.67529606920658,crosswind,B747,False
2022-03-10 20:00:00,2022-03-10 22:00:00,DFW,LHR,cloudy,WN,13,1047,13.838264543048215,headwind,A350,True
2022-03-10 21:00:00,2022-03-11 01:00:00,ORD,PEK,sunny,AA,14,1519,8.320018094922903,headwind,B737,True
2022-03-10 22:00:00,2022-03-11 01:00:00,DFW,PEK,sunny,WN,-1,1905,34.43490796232176,crosswind,A330,False
2022-03-10 23:00:00,2022-03-11 00:00:00,JFK,LHR,cloudy,DL,22,351,2.400689939668994,tailwind,B737,False
2022-03-11 00:00:00,2022-03-11 04:00:00,LAX,LHR,cloudy,DL,19,202,10.484586757850803,headwind,B757,False
2022-03-11 01:00:00,2022-03-11 04:00:00,JFK,HND,sunny,DL,3,852,26.13322258980192,crosswind,B777,False
2022-03-11 02:00:00,2022-03-11 05:00:00,DFW,CDG,cloudy,AA,6,216,14.790058181127382,tailwind,B747,False
2022-03-11 03:00:00,2022-03-11 06:00:00,LAX,CDG,rainy,DL,-4,833,12.569014684422164,headwind,B737,False
2022-03-11 04:00:00,2022-03-11 07:00:00,ORD,LHR,cloudy,UA,-10,1112,14.818057415563295,crosswind,A321,True
2022-03-11 05:00:00,2022-03-11 10:00:00,DFW,LHR,sunny,UA,9,1992,6.91265514443289,tailwind,B737,True
2022-03-11 06:00:00,2022-03-11 10:00:00,LAX,LHR,sunny,DL,-4,302,23.254088310985324,tailwind,B787,False
2022-03-11 07:00:00,2022-03-11 10:00:00,ORD,HND,sunny,UA,29,1654,23.64752118845274,headwind,B747,False
2022-03-11 08:00:00,2022-03-11 10:00:00,JFK,LHR,cloudy,DL,-5,603,41.740890345972694,crosswind,B767,False
2022-03-11 09:00:00,2022-03-11 12:00:00,JFK,PEK,sunny,DL,23,211,0.7833950951380235,tailwind,A319,False
2022-03-11 10:00:00,2022-03-11 15:00:00,LAX,LHR,sunny,UA,3,543,14.92613131875985,tailwind,B737,False
2022-03-11 11:00:00,2022-03-11 15:00:00,DFW,LHR,rainy,DL,3,513,40.234061112394414,crosswind,B787,False
2022-03-11 12:00:00,2022-03-11 16:00:00,JFK,CDG,rainy,UA,10,693,32.49022482597604,crosswind,A319,False
2022-03-11 13:00:00,2022-03-11 16:00:00,ORD,CDG,sunny,WN,21,1062,34.03557702173294,headwind,A321,False
2022-03-11 14:00:00,2022-03-11 17:00:00,DFW,CDG,rainy,UA,-1,1338,10.967422052877872,headwind,B747,False
2022-03-11 15:00:00,2022-03-11 17:00:00,JFK,LHR,rainy,UA,27,357,30.97596571056326,crosswind,B767,False
2022-03-11 16:00:00,2022-03-11 20:00:00,JFK,LHR,sunny,UA,5,1180,14.829832883861808,headwind,B777,True
2022-03-11 17:00:00,2022-03-11 21:00:00,ORD,CDG,rainy,WN,26,1678,24.25984475159622,crosswind,A380,False
2022-03-11 18:00:00,2022-03-11 22:00:00,ORD,PEK,sunny,UA,2,1273,22.009991529312988,crosswind,B787,False
2022-03-11 19:00:00,2022-03-11 20:00:00,JFK,HND,cloudy,AA,-8,437,5.21509013605808,tailwind,A350,False
2022-03-11 20:00:00,2022-03-12 00:00:00,DFW,HND,cloudy,UA,11,1239,2.3848893554040513,tailwind,B787,True
2022-03-11 21:00:00,2022-03-12 01:00:00,DFW,HND,rainy,WN,-10,1925,25.207577472866284,headwind,A380,False
2022-03-11 22:00:00,2022-03-12 00:00:00,LAX,LHR,rainy,AA,21,1566,-0.5884422190937593,tailwind,A350,False
2022-03-11 23:00:00,2022-03-12 01:00:00,JFK,PEK,cloudy,WN,22,852,26.14830894197857,crosswind,A380,False
2022-03-12 00:00:00,2022-03-12 05:00:00,ORD,HND,sunny,UA,-6,1544,11.815497749943926,crosswind,B737,True
2022-03-12 01:00:00,2022-03-12 03:00:00,JFK,HND,cloudy,WN,14,963,30.9242310937583,headwind,B787,False
2022-03-12 02:00:00,2022-03-12 06:00:00,DFW,LHR,rainy,UA,0,1681,30.83933079086963,crosswind,A350,False
2022-03-12 03:00:00,2022-03-12 07:00:00,DFW,LHR,rainy,DL,24,1737,11.86966144594518,headwind,A320,False
2022-03-12 04:00:00,2022-03-12 08:00:00,LAX,PEK,rainy,DL,18,1610,36.52216330290284,crosswind,A330,False
2022-03-12 05:00:00,2022-03-12 07:00:00,DFW,HND,cloudy,AA,26,707,19.72652220323154,crosswind,B737,True
2022-03-12 06:00:00,2022-03-12 09:00:00,DFW,LHR,sunny,DL,11,1465,9.175917782693915,tailwind,A320,True
2022-03-12 07:00:00,2022-03-12 08:00:00,LAX,PEK,rainy,UA,4,221,11.662265914983173,tailwind,B747,False
2022-03-12 08:00:00,2022-03-12 13:00:00,JFK,HND,sunny,AA,-4,643,6.223498245748429,tailwind,A380,True
2022-03-12 09:00:00,2022-03-12 12:00:00,DFW,LHR,cloudy,DL,-10,1098,32.3826002540982,headwind,A321,False
2022-03-12 10:00:00,2022-03-12 11:00:00,JFK,CDG,rainy,DL,0,1350,23.64727355522308,headwind,A320,False
2022-03-12 11:00:00,2022-03-12 13:00:00,LAX,HND,sunny,UA,-8,704,24.920597613380245,headwind,A319,False
2022-03-12 12:00:00,2022-03-12 17:00:00,LAX,HND,cloudy,UA,26,1846,14.800805735221303,headwind,A319,True
2022-03-12 13:00:00,2022-03-12 18:00:00,JFK,PEK,sunny,AA,7,1480,17.63729137204443,headwind,B767,True
